Chemical name 	CAS RN	SMILES	End Points (pIGCC50,ug/L )	Species	Reference
2-Butanamine	33966506	CC(N)CC	-0.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(+/-)-2-Butanol	15892236	CC(CC)O	-1.54	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Nonyn-3-ol	53723196	CCC(O)CC#CCCC	-0.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Nonyn-3-ol	53723-19-6	C([C@@H](CC)O)C#CCCC	-0.043	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hexyne-3,5-diol	3031661	C(#CC(C)O)C(C)O	-0.46	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hexyn-2,5-diol	3031-66-1	C(#C[C@H](C)O)[C@@H](C)O	-0.46	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Hexyn-3-ol	19780-84-8	C([C@@H](CC)O)C#C	-1.404	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hexyn-1-ol	1002284	CCC#CCCO	-1.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propylethinylcarbinol	105317	CCCC(O)C#C	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Hexyn-3-ol	19780848	C(C(CC)O)C#C	-1.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Hexyn-3-ol	105-31-7	C([C@@H](C#C)O)CC	0.657	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Butanediol	26171835	OCC(O)CC	-2.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Butanediol	26171-83-5	C([C@@H](CO)O)C	-2.048	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-PENTYNE-2-OL	2117115	CC(CC#C)O	-1.63	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(+/-)-4-Pentyn-2-ol	11/5/2117	C([C@H](C)O)C#C	-1.632	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid,	542552Formic	C(=O)OCC(C)C	-1.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	110747	C(=O)OCCC	-1.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butylester kyseliny mravenci (Czech)	592847	C(CCC)OC=O	-0.93	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isobutyric acid, isobutyl ester	97858	C(C(C)C)(=O)OCC(C)C	-0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
crotonic acid isobutyl ester	589-66-2	C(OCC(C)C)(\C=C\C)=O	-0.344	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid,	629334Formic	C(CCCC)COC=O	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Formic acid, pentyl ester	638493	C(COC=O)CCC	-0.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propionic acid, isobutyl ester	540421	C(CC)(=O)OCC(C)C	-0.69	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
butyl formate t-	762754	O=COC(C)(C)C	-1.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
NCI-C60968	78842	C(C)(C)C=O	-0.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Di-tert-butylcatechol	1020-31-1	C(C)(C)(C)c1cc(C(C)(C)C)cc(c1O)O	2.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Di-tert-butylphenol	1138529	CC(C)(C)C1=CC(=CC(=C1)O)C(C)(C)C	1.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-di(tert)butyl-4-methylphenol	128370	c1(c(C(C)(C)C)cc(cc1C(C)(C)C)C)O	1.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
6-(Tert)butyl-2,4-dimethylphenol	1879090	CC1=CC(=C(C(=C1)C(C)(C)C)O)C	1.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-tert-butyl-4-methylphenol	2409-55-4	C(C)(C)(C)c1c(O)ccc(c1)C	1.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-(Tert)butylphenol	585342	CC(C)(C)C1=CC(=CC=C1)O	0.74	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-tert-butylphenol	88-18-6	C(C)(C)(C)c1c(O)cccc1	1.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(Tert)butylphenol	98544	CC(C)(C)C1=CC=C(C=C1)O	0.91	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-tert-butyl-2,6-dinitrophenol	4097-49-8	N(=O)(=O)c1c(O)c(N(=O)=O)cc(c1)C(C)(C)C	1.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Gallaldehyde	13677797	O=CC1=CC(O)=C(O)C(=C1)O	-0.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-methyl-	452868	C1=C(C=C(C(=C1)O)O)C	0.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-2-isopropyl-5-methylphenol	89-68-9	C(C)(C)c1c(O)cc(c(c1)Cl)C	1.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-methyl-	488175	C1=CC=C(C(=C1O)O)C	0.28	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(Tert)-pentylphenol	80466	CCC(C)(C)C1=CC=C(C=C1)O	1.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4,5-Trimethylphenol	527548	CC1=CC(=CC(=C1C)C)O	0.93	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Ethylphenol	620177	CCC1=CC(=CC=C1)O	0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Isopropylphenol	618451	CC(C)C1=CC(=CC=C1)O	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Pentylresorcinol	500663	CCCCCC1=CC(=CC(=C1)O)O	1.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-tert-octylphenol	140-66-9	C(CC(C)(C)C)(C)(C)c1ccc(cc1)O	2.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-bromo-2'-hydroxy-5'-	3947588	N(C(CBr)=O)c1cc([N+](=O)[O-])ccc1O	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromo-2'-hydroxy-5'-nitroacetanilide	3947-58-8	N(C(CBr)=O)c1cc(N(=O)=O)ccc1O	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloromethyl-4-nitrophenol	2973195	C1=CC(=C(C=C1[N+](=O)[O-])CCl)O	0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrophenyl	19199827	c1([N+](=O)[O-])ccc(OC(CBr)=O)cc1	1.81	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Dinitrophenol (nonneutralized)	51285	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O	1.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitro	3316094	O=[N+]([O-])C1=CC(O)=C(O)C=C1	1.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-Dinitrophenol	329715	C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitrophenol	88755	C1=CC=C(C(=C1)[N+](=O)[O-])O	0.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Nitrophenol	554847	C1=CC(=CC(=C1)O)[N+](=O)[O-]	0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloro-4-nitrophenol	619089	c1c([N+](=O)[O-])cc(c(c1)O)Cl	1.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Trifluoromethyl-4-nitrophenol	88302	C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-]	1.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Hydroxy-2-nitrobenzaldehyde	42454068	C1=CC(=C(C=C1O)C=O)[N+](=O)[O-]	0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Nitro-2-hydroxybenzaldehyde	5274704	[O-][N+](C1C(O)=C(C=CC=1)C(=O))=O	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-3-nitrobenzaldehyde	3011345	C1=CC(=C(C=C1C=O)[N+](=O)[O-])O	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hydroxy-4-nitrobenzaldehyde	704132	C1=CC(=C(C=C1C=O)O)[N+](=O)[O-]	0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Methyl-2-nitrophenol	700389	CC1=CC(=C(C=C1)[N+](=O)[O-])O	0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-bromomethyl-4-nitrobenzene	100118	[N+](c1ccc(cc1)CBr)(=O)[O-]	2.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Nitrobenzyl chloride	100141	ClCC1=CC=C([N+](=O)[O-])C=C1	1.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4,6-Dinitro-2-methylphenol	534521	CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]	1.73	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-methyl-4-nitroaniline	99525	[N+](c1cc(C)c(cc1)N)(=O)[O-]	0.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methyl-2-nitrophenol	119335	CC1=CC(=C(C=C1)O)[N+](=O)[O-]	0.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dinitro-p-cresol	609938	c1(c(c([N+](=O)[O-])cc(c1)C)O)[N+](=O)[O-]	1.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-Dinitrophenol	573568	C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]	0.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4-dinitrophenol	577719	c1(c([N+]([O-])=O)ccc(c1)O)[N+]([O-])=O	0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitroresorcinol	601898	C1=CC(=C(C(=C1)O)[N+](=O)[O-])O	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chloro-6-nitro-3-cresol	7147899	CC1=CC(=C(C=C1Cl)[N+](=O)[O-])O	1.63	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-methyl-3-nitrophenol	2042140	[N+](c1cc(ccc1C)O)(=O)[O-]	0.74	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
COC(=O)C1=CC=C(C=C1)[N+](=O)[O-]	619501	COC(=O)C1=CC=C(C=C1)[N+](=O)[O-]	0.39	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(Tert)butyl-2,6-dinitrophenol 	4097498	CC(C)(C)C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]	1.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3'-Nitroacetophenone	121891	CC(=O)C1=CC(=CC=C1)[N+](=O)[O-]	0.32	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Methyl-2-nitrophenol	4920778	CC1=C(C(=CC=C1)O)[N+](=O)[O-]	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-fluoro-4-nitrophenol	394412	c1cc([N+](=O)[O-])c(cc1O)F	0.93	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3-dinitrophenol	66568	[N+]([O-])(=O)c1c([N+](=O)[O-])cccc1O	0.46	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Nitrobenzaldehyde	555168	C1=CC(=CC=C1C=O)[N+](=O)[O-]	0.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrobenzamide	645090	c1(cc(ccc1)[N+](=O)[O-])C(N)=O	-0.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-dinitrobenzyl	71002608	OCc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	0.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Nitrophenetole	100298	CCOC1=CC=C(C=C1)[N+](=O)[O-]	0.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Nitrophenyl phenyl ether	620882	C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-]	1.58	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
COC(=O)C1=CC(=C(C=C1)C(=O)OC)[N+](=O)[O-]	5292455	COC(=O)C1=CC(=C(C=C1)C(=O)OC)[N+](=O)[O-]	0.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-acetamidophenol	103902	C(Nc1ccc(cc1)O)(=O)C	-0.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitroanisole	100174	[N+](c1ccc(cc1)OC)(=O)[O-]	0.54	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloro-5-nitrobenzaldehyde	6361213	C1=CC(=C(C=C1[N+](=O)[O-])C=O)Cl	0.53	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-bromo-2-hydroxybenzyl alcohol	2316-64-5	C(O)c1c(O)ccc(c1)Br	0.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chloro-2-methylphenol	1570645	CC1=C(C=CC(=C1)Cl)O	0.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Chloro-2-hydroxybenzamide	7120436	C1=CC(=C(C=C1Cl)C(=O)N)O	0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-2-nitrophenol	89-64-5	N(=O)(=O)c1c(O)ccc(c1)Cl	2.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Fluoro-2-nitrophenol	394-33-2	N(=O)(=O)c1c(O)ccc(c1)F	1.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromo-2-nitrophenol	7693-52-9	N(=O)(=O)c1c(O)ccc(c1)Br	1.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-hydroxybenzyl alcohol	90-01-7	C(O)c1c(O)cccc1	-0.95	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Fluoro-2-hydroxyacetophenone	394-32-1	C(C)(=O)c1c(O)ccc(c1)F	0.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Chlorobenzyl alcohol	873632	C1=CC(=CC(=C1)Cl)CO	0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Fluorobenzyl alcohol	456473	C1=CC(=CC(=C1)F)CO	-0.39	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-chloro-	635938	O=CC1=CC(=CC=C1O)Cl	1.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	1761611	O=CC1=C(O)C=CC(=C1)Br	1.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chlorobenzylamine	104869	C1=CC(=CC=C1CN)Cl	0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chlorobenzyl alcohol	873767	C1=CC(=CC=C1CO)Cl	0.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-	2138229	C1=CC(=CC(=C1O)O)Cl	1.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-fluoro-2-nitrophenol	446-36-6	N(=O)(=O)c1c(O)cc(cc1)F	1.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromophenol	106412	C1=CC(=CC=C1O)Br	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chlorophenol	106489	C1=CC(=CC=C1O)Cl	0.54	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Fluorophenol	371415	C1=CC(=CC=C1O)F	0.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Iodophenol	540385	C1=CC(=CC=C1O)I	0.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-iodobenzyl	5159411	c1(c(I)cccc1)CO	0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromo-2,6-dimethylphenol	2374052	CC1=CC(=CC(=C1O)C)Br	1.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromobenzyl	18982542	C1=CC=C(C(=C1)CO)Br	0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chloro-3-ethylphenol	14143329	CCC1=C(C=CC(=C1)O)Cl	1.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromo-2-.uoro-6-nitrophenol	320-76-3	N(=O)(=O)c1c(O)c(F)cc(c1)Br	1.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-dichloro-6-nitrophenol	609-89-2	N(=O)(=O)c1c(O)c(Cl)cc(c1)Cl	1.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-amino-4-chlorophenol	95-85-2	Nc1c(O)ccc(c1)Cl	0.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Chloro-3-methylphenol	59507	CC1=C(C=CC(=C1)O)Cl	0.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-hydroxybenzyl	620246	c1c(O)cccc1CO	-1.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromo-4-methylphenol	6627550	CC1=CC(=C(C=C1)O)Br	0.6	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-6-nitro-3-methylphenol	7147-89-9	N(=O)(=O)c1c(O)cc(c(c1)Cl)C	1.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,5-Dibromo-4-hydroxybenzonitrile	1689845	C1=C(C=C(C(=C1Br)O)Br)C#N	1.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentafluorobenzyl alcohol	440608	C(C1=C(C(=C(C(=C1F)F)F)F)F)O	-0.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chlorobenzamide	619567	C(c1ccc(cc1)Cl)(=O)N	0.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3-dichlorophenol	576-24-9	Clc1c(Cl)cccc1O	1.28	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-acetylsalicylamide	40187517	C(=O)(c1c(ccc(c1)C(=O)C)O)N	-0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
COC(=O)C1=C(C=CC(=C1)Cl)Cl	2905693	COC(=O)C1=C(C=CC(=C1)Cl)Cl	0.81	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
a-chlorocinnamaldehyde	18365429	C(=C(C=O)Cl)c1ccccc1	1.73	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-cinnamaldehyde	14371109	C(=Cc1ccccc1)C=O	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
phenylpropargyl	2579228	C(#CC=O)c1ccccc1	2.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Phenyl allyl sulfone	16212058	C(S(=O)(=O)C1=CC=CC=C1)C=C	0.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,4-Anthraquinone	635-12-1	O=C1c2c(cc3c(c2)cccc3)C(C=C1)=O	2.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethylsulfonylbenzene	599702	C1=CC=CC(=C1)S(CC)(=O)=O	-0.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzyl chloride	100447	C1=CC=C(C=C1)CCl	0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chloro-3,5-dinitropyridine	2578-45-2	N(=O)(=O)c1cc(N(=O)=O)cnc1Cl	2.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-amino-5-nitropyridine	4214-76-0	N(=O)(=O)c1ccc(nc1)N	0.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-chloro-2,4-dinitrobenzene	97-00-7	N(=O)(=O)c1cc(N(=O)=O)ccc1Cl	2.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-iodo-2,4-dinitrobenzene	709-49-9	N(=O)(=O)c1cc(N(=O)=O)ccc1I	2.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-bromo-2,4-dinitrobenzene	584-48-5	N(=O)(=O)c1cc(N(=O)=O)ccc1Br	2.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-fluoro-2,4-dinitrobenzene	70-34-8	N(=O)(=O)c1cc(N(=O)=O)ccc1F	1.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-bromo-1-methyl-5-nitrobenzene	7149-70-4	N(=O)(=O)c1cc(C)c(cc1)Br	1.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,5-difluoro-2,4-dinitrobenzene	327-92-4	N(=O)(=O)c1cc(N(=O)=O)c(cc1F)F	2.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-3,5-dinitrobenzonitrile	1930-72-9	N(=O)(=O)c1c(Cl)c(N(=O)=O)cc(c1)C#N	2.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-chloro-2-nitrobenzene	88-73-3	N(=O)(=O)c1c(Cl)cccc1	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-bromo-2-nitrobenzene	577-19-5	N(=O)(=O)c1c(Br)cccc1	0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromophenyl-3-pyridyl	14548459	C1=CC(=CN=C1)C(=O)C2=CC=C(C=C2)Br	0.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-bromo-4,6-dinitroaniline	1817-73-8	N(=O)(=O)c1cc(N(=O)=O)cc(c1N)Br	1.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
6-chloro-2,4-dinitroaniline	3531-19-9	N(=O)(=O)c1cc(N(=O)=O)cc(c1N)Cl	1.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-dichloro-1-nitrobenzene	611-06-3	N(=O)(=O)c1c(Cl)cc(cc1)Cl	0.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-2-nitrotoluene	89-59-8	N(=O)(=O)c1c(C)ccc(c1)Cl	0.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-fluoro-2-nitrotoluene	446-10-6	N(=O)(=O)c1c(C)ccc(c1)F	0.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3,5-trichloro-2-nitrobenzene	18708-70-8	N(=O)(=O)c1c(Cl)cc(cc1Cl)Cl	1.43	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3,5-trichloro-2,4-dinitrobenzene	6284-83-9	Clc1c(N(=O)=O)c(Cl)cc(c1N(=O)=O)Cl	2.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethyl phenylcyanoacetate	4553075	CCOC(=O)C(C#N)C1=CC=CC=C1	-0.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
a-Methylbenzyl cyanide	1823912	CC(C#N)C1=CC=CC=C1	0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzoyl ctanide	613901	C1=CC=C(C=C1)C(=O)C#N	0.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
ethyl	2216946	C(#Cc1ccccc1)C(=O)OCC	1.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
diethyl	607818	C(C(C(=O)OCC)Cc1ccccc1)(=O)OCC	0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Acetophenone	98862	CC(=O)C1=CC=CC=C1	-0.46	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-benzoylacetone	93914	C(CC(=O)C)(=O)c1ccccc1	0.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-cyanoacetophenone	1443-80-7	C(C)(=O)c1ccc(cc1)C#N	-0.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
CCC(=O)C1=CC=CC=C1	93550	CCC(=O)C1=CC=CC=C1	-0.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyrophenone	495409	CCCC(=O)C1=CC=CC=C1	0.21	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Isopropylbenzaldehyde	122032	CC(C)C1=CC=C(C=C1)C=O	0.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Valerophenone	1009149	CCCCC(=O)C1=CC=CC=C1	0.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Heptanophenone	1671756	CCCCCCC(=O)C1=CC=CC=C1	1.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Octanophenone	1674379	CCCCCCCC(=O)C1=CC=CC=C1	1.89	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Hexanophenone	942927	CCCCCC(=O)C1=CC=CC=C1	1.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
benzyl	2495354	O(Cc1ccccc1)C(=O)C=C	1.35	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methacrylate	2495376Benzyl	CC(=C)C(=O)OCC1=CC=CC=C1	0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Vinyl phenyl sulfoxide	20451530	O=S(C=C)C1=CC=CC=C1	0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzyl benzoate	120514	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2	1.45	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
benzyl	3012371	C(#N)SCc1ccccc1	1.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
